resume_id,name,job_title,skills,education,experience_years,projects,certifications,resume_text
RES_0207,Candidate_207,Data Scientist,"['Docker', 'Git', 'JavaScript', 'Node.js', 'PyTorch', 'Agile', 'CI/CD']",PhD in Computer Science,0,"['Project_0_207', 'Project_1_207', 'Project_2_207']",[],"Name: Candidate_207
            Target Position: Data Scientist
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: Docker, Git, JavaScript, Node.js, PyTorch, Agile, CI/CD
            Education: PhD in Computer Science
            Experience: 0 years
            Projects: Project_0_207, Project_1_207, Project_2_207
            Certifications: None"
RES_0208,Candidate_208,Business Analyst,"['Pandas', 'REST APIs', 'TensorFlow', 'PyTorch', 'Python', 'JavaScript', 'Kubernetes', 'React']",Master's in Statistics,4,"['Project_0_208', 'Project_1_208', 'Project_2_208', 'Project_3_208']",['TensorFlow Developer'],"Name: Candidate_208
            Target Position: Business Analyst
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: Pandas, REST APIs, TensorFlow, PyTorch, Python, JavaScript, Kubernetes, React
            Education: Master's in Statistics
            Experience: 4 years
            Projects: Project_0_208, Project_1_208, Project_2_208, Project_3_208
            Certifications: TensorFlow Developer"
RES_0209,Candidate_209,Product Manager,"['Git', 'CI/CD', 'React', 'Node.js', 'Docker', 'Agile', 'AWS', 'SQL']",Master's in Mathematics,13,"['Project_0_209', 'Project_1_209', 'Project_2_209', 'Project_3_209', 'Project_4_209']","['PMP', 'Azure Certified']","Name: Candidate_209
            Target Position: Product Manager
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: Git, CI/CD, React, Node.js, Docker, Agile, AWS, SQL
            Education: Master's in Mathematics
            Experience: 13 years
            Projects: Project_0_209, Project_1_209, Project_2_209, Project_3_209, Project_4_209
            Certifications: PMP, Azure Certified"
RES_0210,Candidate_210,System Administrator,"['Agile', 'CI/CD', 'REST APIs']",PhD in Physics,10,"['Project_0_210', 'Project_1_210', 'Project_2_210', 'Project_3_210']",['AWS Certified'],"Name: Candidate_210
            Target Position: System Administrator
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: Agile, CI/CD, REST APIs
            Education: PhD in Physics
            Experience: 10 years
            Projects: Project_0_210, Project_1_210, Project_2_210, Project_3_210
            Certifications: AWS Certified"
RES_0211,Candidate_211,Product Manager,"['TensorFlow', 'MongoDB', 'CI/CD', 'SQL', 'Agile']",PhD in Physics,1,"['Project_0_211', 'Project_1_211']",[],"Name: Candidate_211
            Target Position: Product Manager
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: TensorFlow, MongoDB, CI/CD, SQL, Agile
            Education: PhD in Physics
            Experience: 1 years
            Projects: Project_0_211, Project_1_211
            Certifications: None"
RES_0212,Candidate_212,Frontend Developer,"['GraphQL', 'AWS', 'Docker', 'NumPy', 'TensorFlow', 'React', 'SQL', 'CI/CD']",Master's in Statistics,7,['Project_0_212'],"['Azure Certified', 'AWS Certified', 'PMP']","Name: Candidate_212
            Target Position: Frontend Developer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: GraphQL, AWS, Docker, NumPy, TensorFlow, React, SQL, CI/CD
            Education: Master's in Statistics
            Experience: 7 years
            Projects: Project_0_212
            Certifications: Azure Certified, AWS Certified, PMP"
RES_0213,Candidate_213,QA Engineer,"['CI/CD', 'NumPy', 'Agile', 'REST APIs', 'Python', 'PyTorch', 'Git', 'PostgreSQL']",Master's in Physics,15,['Project_0_213'],"['Google Cloud Certified', 'Scrum Master']","Name: Candidate_213
            Target Position: QA Engineer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: CI/CD, NumPy, Agile, REST APIs, Python, PyTorch, Git, PostgreSQL
            Education: Master's in Physics
            Experience: 15 years
            Projects: Project_0_213
            Certifications: Google Cloud Certified, Scrum Master"
RES_0214,Candidate_214,Full Stack Developer,"['Kubernetes', 'Pandas', 'SQL', 'GraphQL', 'Node.js', 'TensorFlow', 'MongoDB']",Bachelor's in Physics,15,['Project_0_214'],"['Scrum Master', 'PMP', 'Azure Certified']","Name: Candidate_214
            Target Position: Full Stack Developer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: Kubernetes, Pandas, SQL, GraphQL, Node.js, TensorFlow, MongoDB
            Education: Bachelor's in Physics
            Experience: 15 years
            Projects: Project_0_214
            Certifications: Scrum Master, PMP, Azure Certified"
RES_0215,Candidate_215,Business Analyst,"['Python', 'JavaScript', 'Agile', 'Docker', 'PyTorch']",Bachelor's in Statistics,1,"['Project_0_215', 'Project_1_215', 'Project_2_215']",['Google Cloud Certified'],"Name: Candidate_215
            Target Position: Business Analyst
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: Python, JavaScript, Agile, Docker, PyTorch
            Education: Bachelor's in Statistics
            Experience: 1 years
            Projects: Project_0_215, Project_1_215, Project_2_215
            Certifications: Google Cloud Certified"
RES_0216,Candidate_216,Product Manager,"['Docker', 'Node.js', 'React']",PhD in Physics,12,['Project_0_216'],"['AWS Certified', 'PMP']","Name: Candidate_216
            Target Position: Product Manager
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: Docker, Node.js, React
            Education: PhD in Physics
            Experience: 12 years
            Projects: Project_0_216
            Certifications: AWS Certified, PMP"
RES_0217,Candidate_217,Data Scientist,"['PostgreSQL', 'Java', 'Git', 'SQL']",PhD in Mathematics,3,"['Project_0_217', 'Project_1_217']",['TensorFlow Developer'],"Name: Candidate_217
            Target Position: Data Scientist
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: PostgreSQL, Java, Git, SQL
            Education: PhD in Mathematics
            Experience: 3 years
            Projects: Project_0_217, Project_1_217
            Certifications: TensorFlow Developer"
RES_0218,Candidate_218,System Administrator,"['Node.js', 'Pandas', 'CI/CD', 'SQL']",PhD in Computer Science,14,"['Project_0_218', 'Project_1_218', 'Project_2_218', 'Project_3_218']",[],"Name: Candidate_218
            Target Position: System Administrator
            Summary: Experienced professional with 14 years in the tech industry.
            Skills: Node.js, Pandas, CI/CD, SQL
            Education: PhD in Computer Science
            Experience: 14 years
            Projects: Project_0_218, Project_1_218, Project_2_218, Project_3_218
            Certifications: None"
RES_0219,Candidate_219,Business Analyst,"['PostgreSQL', 'Agile', 'SQL', 'NumPy', 'Docker', 'React', 'GraphQL']",Master's in Statistics,13,"['Project_0_219', 'Project_1_219', 'Project_2_219', 'Project_3_219']","['Scrum Master', 'Azure Certified']","Name: Candidate_219
            Target Position: Business Analyst
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: PostgreSQL, Agile, SQL, NumPy, Docker, React, GraphQL
            Education: Master's in Statistics
            Experience: 13 years
            Projects: Project_0_219, Project_1_219, Project_2_219, Project_3_219
            Certifications: Scrum Master, Azure Certified"
RES_0220,Candidate_220,QA Engineer,"['CI/CD', 'MongoDB', 'JavaScript', 'Docker', 'REST APIs', 'Pandas', 'SQL', 'TensorFlow']",Master's in Statistics,13,"['Project_0_220', 'Project_1_220', 'Project_2_220']","['AWS Certified', 'PMP', 'Azure Certified']","Name: Candidate_220
            Target Position: QA Engineer
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: CI/CD, MongoDB, JavaScript, Docker, REST APIs, Pandas, SQL, TensorFlow
            Education: Master's in Statistics
            Experience: 13 years
            Projects: Project_0_220, Project_1_220, Project_2_220
            Certifications: AWS Certified, PMP, Azure Certified"
RES_0221,Candidate_221,QA Engineer,"['Docker', 'MongoDB', 'Python', 'React', 'PyTorch']",Master's in Statistics,9,"['Project_0_221', 'Project_1_221']",[],"Name: Candidate_221
            Target Position: QA Engineer
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: Docker, MongoDB, Python, React, PyTorch
            Education: Master's in Statistics
            Experience: 9 years
            Projects: Project_0_221, Project_1_221
            Certifications: None"
RES_0222,Candidate_222,Data Scientist,"['Node.js', 'CI/CD', 'React']",Bachelor's in Statistics,2,['Project_0_222'],"['PMP', 'Azure Certified', 'Scrum Master']","Name: Candidate_222
            Target Position: Data Scientist
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: Node.js, CI/CD, React
            Education: Bachelor's in Statistics
            Experience: 2 years
            Projects: Project_0_222
            Certifications: PMP, Azure Certified, Scrum Master"
RES_0223,Candidate_223,Data Analyst,"['Node.js', 'NumPy', 'REST APIs', 'TensorFlow', 'PyTorch', 'GraphQL', 'Git']",Bachelor's in Computer Science,6,['Project_0_223'],['Azure Certified'],"Name: Candidate_223
            Target Position: Data Analyst
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: Node.js, NumPy, REST APIs, TensorFlow, PyTorch, GraphQL, Git
            Education: Bachelor's in Computer Science
            Experience: 6 years
            Projects: Project_0_223
            Certifications: Azure Certified"
RES_0224,Candidate_224,Machine Learning Engineer,"['Python', 'Pandas', 'MongoDB']",Master's in Computer Science,4,"['Project_0_224', 'Project_1_224', 'Project_2_224']","['Azure Certified', 'AWS Certified', 'TensorFlow Developer']","Name: Candidate_224
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: Python, Pandas, MongoDB
            Education: Master's in Computer Science
            Experience: 4 years
            Projects: Project_0_224, Project_1_224, Project_2_224
            Certifications: Azure Certified, AWS Certified, TensorFlow Developer"
RES_0225,Candidate_225,UX Designer,"['PostgreSQL', 'Pandas', 'REST APIs', 'JavaScript']",Master's in Mathematics,15,"['Project_0_225', 'Project_1_225', 'Project_2_225', 'Project_3_225', 'Project_4_225']",['Google Cloud Certified'],"Name: Candidate_225
            Target Position: UX Designer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: PostgreSQL, Pandas, REST APIs, JavaScript
            Education: Master's in Mathematics
            Experience: 15 years
            Projects: Project_0_225, Project_1_225, Project_2_225, Project_3_225, Project_4_225
            Certifications: Google Cloud Certified"
RES_0226,Candidate_226,Data Scientist,"['Python', 'Kubernetes', 'Agile']",Master's in Statistics,5,['Project_0_226'],"['PMP', 'TensorFlow Developer']","Name: Candidate_226
            Target Position: Data Scientist
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: Python, Kubernetes, Agile
            Education: Master's in Statistics
            Experience: 5 years
            Projects: Project_0_226
            Certifications: PMP, TensorFlow Developer"
RES_0227,Candidate_227,Data Analyst,"['Git', 'Agile', 'MongoDB', 'TensorFlow', 'Docker', 'Java']",Bachelor's in Mathematics,9,['Project_0_227'],[],"Name: Candidate_227
            Target Position: Data Analyst
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: Git, Agile, MongoDB, TensorFlow, Docker, Java
            Education: Bachelor's in Mathematics
            Experience: 9 years
            Projects: Project_0_227
            Certifications: None"
RES_0228,Candidate_228,Data Analyst,"['CI/CD', 'PostgreSQL', 'MongoDB', 'AWS', 'GraphQL', 'React', 'SQL']",Bachelor's in Statistics,5,"['Project_0_228', 'Project_1_228', 'Project_2_228']",[],"Name: Candidate_228
            Target Position: Data Analyst
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: CI/CD, PostgreSQL, MongoDB, AWS, GraphQL, React, SQL
            Education: Bachelor's in Statistics
            Experience: 5 years
            Projects: Project_0_228, Project_1_228, Project_2_228
            Certifications: None"
RES_0229,Candidate_229,Machine Learning Engineer,"['Kubernetes', 'AWS', 'NumPy', 'CI/CD', 'MongoDB']",Master's in Statistics,11,"['Project_0_229', 'Project_1_229', 'Project_2_229', 'Project_3_229']","['AWS Certified', 'Azure Certified', 'TensorFlow Developer']","Name: Candidate_229
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 11 years in the tech industry.
            Skills: Kubernetes, AWS, NumPy, CI/CD, MongoDB
            Education: Master's in Statistics
            Experience: 11 years
            Projects: Project_0_229, Project_1_229, Project_2_229, Project_3_229
            Certifications: AWS Certified, Azure Certified, TensorFlow Developer"
RES_0230,Candidate_230,QA Engineer,"['Git', 'JavaScript', 'Python', 'TensorFlow', 'Java']",Bachelor's in Statistics,9,"['Project_0_230', 'Project_1_230', 'Project_2_230', 'Project_3_230']","['PMP', 'Google Cloud Certified', 'TensorFlow Developer']","Name: Candidate_230
            Target Position: QA Engineer
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: Git, JavaScript, Python, TensorFlow, Java
            Education: Bachelor's in Statistics
            Experience: 9 years
            Projects: Project_0_230, Project_1_230, Project_2_230, Project_3_230
            Certifications: PMP, Google Cloud Certified, TensorFlow Developer"
RES_0231,Candidate_231,System Administrator,"['AWS', 'Agile', 'Kubernetes', 'GraphQL']",Master's in Mathematics,2,"['Project_0_231', 'Project_1_231', 'Project_2_231', 'Project_3_231', 'Project_4_231']",[],"Name: Candidate_231
            Target Position: System Administrator
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: AWS, Agile, Kubernetes, GraphQL
            Education: Master's in Mathematics
            Experience: 2 years
            Projects: Project_0_231, Project_1_231, Project_2_231, Project_3_231, Project_4_231
            Certifications: None"
RES_0232,Candidate_232,Machine Learning Engineer,"['AWS', 'MongoDB', 'SQL']",Bachelor's in Computer Science,3,"['Project_0_232', 'Project_1_232']",[],"Name: Candidate_232
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: AWS, MongoDB, SQL
            Education: Bachelor's in Computer Science
            Experience: 3 years
            Projects: Project_0_232, Project_1_232
            Certifications: None"
RES_0233,Candidate_233,Data Analyst,"['React', 'PyTorch', 'AWS', 'CI/CD', 'Agile', 'REST APIs', 'GraphQL', 'Java']",Master's in Physics,5,['Project_0_233'],['TensorFlow Developer'],"Name: Candidate_233
            Target Position: Data Analyst
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: React, PyTorch, AWS, CI/CD, Agile, REST APIs, GraphQL, Java
            Education: Master's in Physics
            Experience: 5 years
            Projects: Project_0_233
            Certifications: TensorFlow Developer"
RES_0234,Candidate_234,Machine Learning Engineer,"['Agile', 'REST APIs', 'TensorFlow', 'AWS', 'Java']",Bachelor's in Physics,2,"['Project_0_234', 'Project_1_234', 'Project_2_234', 'Project_3_234', 'Project_4_234']",[],"Name: Candidate_234
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: Agile, REST APIs, TensorFlow, AWS, Java
            Education: Bachelor's in Physics
            Experience: 2 years
            Projects: Project_0_234, Project_1_234, Project_2_234, Project_3_234, Project_4_234
            Certifications: None"
RES_0235,Candidate_235,Frontend Developer,"['Python', 'React', 'NumPy', 'Node.js']",Bachelor's in Physics,1,"['Project_0_235', 'Project_1_235', 'Project_2_235', 'Project_3_235', 'Project_4_235']","['AWS Certified', 'Scrum Master', 'Google Cloud Certified']","Name: Candidate_235
            Target Position: Frontend Developer
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: Python, React, NumPy, Node.js
            Education: Bachelor's in Physics
            Experience: 1 years
            Projects: Project_0_235, Project_1_235, Project_2_235, Project_3_235, Project_4_235
            Certifications: AWS Certified, Scrum Master, Google Cloud Certified"
RES_0236,Candidate_236,UX Designer,"['PyTorch', 'Pandas', 'Kubernetes', 'SQL', 'MongoDB']",Bachelor's in Mathematics,8,"['Project_0_236', 'Project_1_236', 'Project_2_236', 'Project_3_236']",['AWS Certified'],"Name: Candidate_236
            Target Position: UX Designer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: PyTorch, Pandas, Kubernetes, SQL, MongoDB
            Education: Bachelor's in Mathematics
            Experience: 8 years
            Projects: Project_0_236, Project_1_236, Project_2_236, Project_3_236
            Certifications: AWS Certified"
RES_0237,Candidate_237,Frontend Developer,"['Git', 'Python', 'JavaScript', 'CI/CD', 'MongoDB', 'Kubernetes', 'React', 'AWS']",Master's in Statistics,9,"['Project_0_237', 'Project_1_237', 'Project_2_237']",[],"Name: Candidate_237
            Target Position: Frontend Developer
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: Git, Python, JavaScript, CI/CD, MongoDB, Kubernetes, React, AWS
            Education: Master's in Statistics
            Experience: 9 years
            Projects: Project_0_237, Project_1_237, Project_2_237
            Certifications: None"
RES_0238,Candidate_238,DevOps Engineer,"['Node.js', 'NumPy', 'PyTorch', 'Git', 'JavaScript', 'MongoDB', 'Java', 'Kubernetes']",Master's in Mathematics,15,"['Project_0_238', 'Project_1_238', 'Project_2_238']",['PMP'],"Name: Candidate_238
            Target Position: DevOps Engineer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: Node.js, NumPy, PyTorch, Git, JavaScript, MongoDB, Java, Kubernetes
            Education: Master's in Mathematics
            Experience: 15 years
            Projects: Project_0_238, Project_1_238, Project_2_238
            Certifications: PMP"
RES_0239,Candidate_239,Data Scientist,"['CI/CD', 'REST APIs', 'Java', 'TensorFlow', 'React']",PhD in Mathematics,4,['Project_0_239'],['TensorFlow Developer'],"Name: Candidate_239
            Target Position: Data Scientist
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: CI/CD, REST APIs, Java, TensorFlow, React
            Education: PhD in Mathematics
            Experience: 4 years
            Projects: Project_0_239
            Certifications: TensorFlow Developer"
RES_0240,Candidate_240,Frontend Developer,"['PyTorch', 'MongoDB', 'REST APIs', 'AWS', 'Java', 'TensorFlow', 'Pandas', 'PostgreSQL']",PhD in Computer Science,7,"['Project_0_240', 'Project_1_240']","['AWS Certified', 'PMP']","Name: Candidate_240
            Target Position: Frontend Developer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: PyTorch, MongoDB, REST APIs, AWS, Java, TensorFlow, Pandas, PostgreSQL
            Education: PhD in Computer Science
            Experience: 7 years
            Projects: Project_0_240, Project_1_240
            Certifications: AWS Certified, PMP"
RES_0241,Candidate_241,System Administrator,"['Agile', 'Docker', 'PyTorch', 'JavaScript', 'TensorFlow']",PhD in Physics,9,"['Project_0_241', 'Project_1_241', 'Project_2_241']",['Scrum Master'],"Name: Candidate_241
            Target Position: System Administrator
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: Agile, Docker, PyTorch, JavaScript, TensorFlow
            Education: PhD in Physics
            Experience: 9 years
            Projects: Project_0_241, Project_1_241, Project_2_241
            Certifications: Scrum Master"
RES_0242,Candidate_242,Software Engineer,"['Kubernetes', 'Docker', 'AWS', 'PostgreSQL', 'JavaScript', 'Agile', 'Python']",Master's in Physics,9,"['Project_0_242', 'Project_1_242', 'Project_2_242', 'Project_3_242']","['Scrum Master', 'TensorFlow Developer', 'PMP']","Name: Candidate_242
            Target Position: Software Engineer
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: Kubernetes, Docker, AWS, PostgreSQL, JavaScript, Agile, Python
            Education: Master's in Physics
            Experience: 9 years
            Projects: Project_0_242, Project_1_242, Project_2_242, Project_3_242
            Certifications: Scrum Master, TensorFlow Developer, PMP"
RES_0243,Candidate_243,Data Analyst,"['Pandas', 'JavaScript', 'Docker', 'Git', 'Python', 'Java']",PhD in Computer Science,1,['Project_0_243'],"['Scrum Master', 'TensorFlow Developer']","Name: Candidate_243
            Target Position: Data Analyst
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: Pandas, JavaScript, Docker, Git, Python, Java
            Education: PhD in Computer Science
            Experience: 1 years
            Projects: Project_0_243
            Certifications: Scrum Master, TensorFlow Developer"
RES_0244,Candidate_244,System Administrator,"['REST APIs', 'SQL', 'JavaScript', 'GraphQL']",Bachelor's in Statistics,10,"['Project_0_244', 'Project_1_244', 'Project_2_244']","['Azure Certified', 'AWS Certified']","Name: Candidate_244
            Target Position: System Administrator
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: REST APIs, SQL, JavaScript, GraphQL
            Education: Bachelor's in Statistics
            Experience: 10 years
            Projects: Project_0_244, Project_1_244, Project_2_244
            Certifications: Azure Certified, AWS Certified"
RES_0245,Candidate_245,QA Engineer,"['REST APIs', 'Docker', 'Git', 'CI/CD', 'Node.js']",Bachelor's in Engineering,0,"['Project_0_245', 'Project_1_245']",[],"Name: Candidate_245
            Target Position: QA Engineer
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: REST APIs, Docker, Git, CI/CD, Node.js
            Education: Bachelor's in Engineering
            Experience: 0 years
            Projects: Project_0_245, Project_1_245
            Certifications: None"
RES_0246,Candidate_246,Software Engineer,"['PostgreSQL', 'Git', 'TensorFlow', 'CI/CD', 'React', 'REST APIs', 'Pandas']",Master's in Computer Science,3,"['Project_0_246', 'Project_1_246', 'Project_2_246', 'Project_3_246', 'Project_4_246']","['Scrum Master', 'TensorFlow Developer', 'PMP']","Name: Candidate_246
            Target Position: Software Engineer
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: PostgreSQL, Git, TensorFlow, CI/CD, React, REST APIs, Pandas
            Education: Master's in Computer Science
            Experience: 3 years
            Projects: Project_0_246, Project_1_246, Project_2_246, Project_3_246, Project_4_246
            Certifications: Scrum Master, TensorFlow Developer, PMP"
RES_0247,Candidate_247,Backend Developer,"['JavaScript', 'PyTorch', 'Pandas', 'PostgreSQL', 'Docker', 'Kubernetes', 'Git', 'REST APIs']",Master's in Mathematics,2,"['Project_0_247', 'Project_1_247', 'Project_2_247']",[],"Name: Candidate_247
            Target Position: Backend Developer
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: JavaScript, PyTorch, Pandas, PostgreSQL, Docker, Kubernetes, Git, REST APIs
            Education: Master's in Mathematics
            Experience: 2 years
            Projects: Project_0_247, Project_1_247, Project_2_247
            Certifications: None"
RES_0248,Candidate_248,Business Analyst,"['Agile', 'AWS', 'PostgreSQL', 'CI/CD', 'Java', 'Kubernetes', 'Docker', 'PyTorch']",PhD in Statistics,3,"['Project_0_248', 'Project_1_248', 'Project_2_248']","['PMP', 'Azure Certified']","Name: Candidate_248
            Target Position: Business Analyst
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: Agile, AWS, PostgreSQL, CI/CD, Java, Kubernetes, Docker, PyTorch
            Education: PhD in Statistics
            Experience: 3 years
            Projects: Project_0_248, Project_1_248, Project_2_248
            Certifications: PMP, Azure Certified"
RES_0249,Candidate_249,Data Analyst,"['JavaScript', 'TensorFlow', 'SQL', 'MongoDB']",PhD in Mathematics,0,"['Project_0_249', 'Project_1_249', 'Project_2_249', 'Project_3_249', 'Project_4_249']","['TensorFlow Developer', 'PMP', 'Scrum Master']","Name: Candidate_249
            Target Position: Data Analyst
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: JavaScript, TensorFlow, SQL, MongoDB
            Education: PhD in Mathematics
            Experience: 0 years
            Projects: Project_0_249, Project_1_249, Project_2_249, Project_3_249, Project_4_249
            Certifications: TensorFlow Developer, PMP, Scrum Master"
RES_0250,Candidate_250,Full Stack Developer,"['TensorFlow', 'Pandas', 'PyTorch', 'AWS', 'Git']",PhD in Computer Science,8,"['Project_0_250', 'Project_1_250', 'Project_2_250', 'Project_3_250', 'Project_4_250']","['Azure Certified', 'TensorFlow Developer']","Name: Candidate_250
            Target Position: Full Stack Developer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: TensorFlow, Pandas, PyTorch, AWS, Git
            Education: PhD in Computer Science
            Experience: 8 years
            Projects: Project_0_250, Project_1_250, Project_2_250, Project_3_250, Project_4_250
            Certifications: Azure Certified, TensorFlow Developer"
RES_0251,Candidate_251,Machine Learning Engineer,"['NumPy', 'PyTorch', 'Python', 'Pandas', 'MongoDB', 'JavaScript', 'CI/CD', 'Git']",Master's in Mathematics,1,"['Project_0_251', 'Project_1_251']",[],"Name: Candidate_251
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: NumPy, PyTorch, Python, Pandas, MongoDB, JavaScript, CI/CD, Git
            Education: Master's in Mathematics
            Experience: 1 years
            Projects: Project_0_251, Project_1_251
            Certifications: None"
RES_0252,Candidate_252,Backend Developer,"['NumPy', 'JavaScript', 'REST APIs']",Master's in Mathematics,1,"['Project_0_252', 'Project_1_252']","['Google Cloud Certified', 'PMP', 'AWS Certified']","Name: Candidate_252
            Target Position: Backend Developer
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: NumPy, JavaScript, REST APIs
            Education: Master's in Mathematics
            Experience: 1 years
            Projects: Project_0_252, Project_1_252
            Certifications: Google Cloud Certified, PMP, AWS Certified"
RES_0253,Candidate_253,Data Scientist,"['GraphQL', 'CI/CD', 'PyTorch', 'PostgreSQL', 'Java']",Bachelor's in Engineering,5,"['Project_0_253', 'Project_1_253', 'Project_2_253', 'Project_3_253', 'Project_4_253']","['PMP', 'TensorFlow Developer', 'Azure Certified']","Name: Candidate_253
            Target Position: Data Scientist
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: GraphQL, CI/CD, PyTorch, PostgreSQL, Java
            Education: Bachelor's in Engineering
            Experience: 5 years
            Projects: Project_0_253, Project_1_253, Project_2_253, Project_3_253, Project_4_253
            Certifications: PMP, TensorFlow Developer, Azure Certified"
RES_0254,Candidate_254,Data Analyst,"['NumPy', 'Java', 'Git']",Master's in Mathematics,13,['Project_0_254'],[],"Name: Candidate_254
            Target Position: Data Analyst
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: NumPy, Java, Git
            Education: Master's in Mathematics
            Experience: 13 years
            Projects: Project_0_254
            Certifications: None"
RES_0255,Candidate_255,Machine Learning Engineer,"['JavaScript', 'NumPy', 'React', 'TensorFlow', 'PyTorch', 'Node.js', 'PostgreSQL']",Master's in Computer Science,8,"['Project_0_255', 'Project_1_255', 'Project_2_255']","['Scrum Master', 'TensorFlow Developer']","Name: Candidate_255
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: JavaScript, NumPy, React, TensorFlow, PyTorch, Node.js, PostgreSQL
            Education: Master's in Computer Science
            Experience: 8 years
            Projects: Project_0_255, Project_1_255, Project_2_255
            Certifications: Scrum Master, TensorFlow Developer"
RES_0256,Candidate_256,Product Manager,"['Node.js', 'PyTorch', 'CI/CD', 'Agile', 'Pandas']",Bachelor's in Engineering,4,"['Project_0_256', 'Project_1_256', 'Project_2_256', 'Project_3_256', 'Project_4_256']","['AWS Certified', 'Azure Certified']","Name: Candidate_256
            Target Position: Product Manager
            Summary: Experienced professional with 4 years in the tech industry.
            Skills: Node.js, PyTorch, CI/CD, Agile, Pandas
            Education: Bachelor's in Engineering
            Experience: 4 years
            Projects: Project_0_256, Project_1_256, Project_2_256, Project_3_256, Project_4_256
            Certifications: AWS Certified, Azure Certified"
RES_0257,Candidate_257,UX Designer,"['SQL', 'Docker', 'JavaScript', 'Kubernetes', 'Pandas']",PhD in Mathematics,15,"['Project_0_257', 'Project_1_257', 'Project_2_257']","['TensorFlow Developer', 'Google Cloud Certified', 'AWS Certified']","Name: Candidate_257
            Target Position: UX Designer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: SQL, Docker, JavaScript, Kubernetes, Pandas
            Education: PhD in Mathematics
            Experience: 15 years
            Projects: Project_0_257, Project_1_257, Project_2_257
            Certifications: TensorFlow Developer, Google Cloud Certified, AWS Certified"
RES_0258,Candidate_258,Product Manager,"['CI/CD', 'PostgreSQL', 'TensorFlow', 'Docker', 'Node.js']",PhD in Engineering,11,"['Project_0_258', 'Project_1_258', 'Project_2_258', 'Project_3_258', 'Project_4_258']",[],"Name: Candidate_258
            Target Position: Product Manager
            Summary: Experienced professional with 11 years in the tech industry.
            Skills: CI/CD, PostgreSQL, TensorFlow, Docker, Node.js
            Education: PhD in Engineering
            Experience: 11 years
            Projects: Project_0_258, Project_1_258, Project_2_258, Project_3_258, Project_4_258
            Certifications: None"
RES_0259,Candidate_259,System Administrator,"['Kubernetes', 'Pandas', 'SQL', 'NumPy', 'Agile']",Master's in Statistics,3,"['Project_0_259', 'Project_1_259']",[],"Name: Candidate_259
            Target Position: System Administrator
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: Kubernetes, Pandas, SQL, NumPy, Agile
            Education: Master's in Statistics
            Experience: 3 years
            Projects: Project_0_259, Project_1_259
            Certifications: None"
